eid,cite,Title
2-s2.0-16544376846,0,7
2-s2.0-16544393736,2,7
2-s2.0-0842274838,9,14
2-s2.0-0036462146,31,11
2-s2.0-0042888670,2,7
2-s2.0-14944354760,42,11
2-s2.0-0037250168,1004,5
2-s2.0-0037224379,20,16
2-s2.0-84960391218,0,9
2-s2.0-0037254509,0,6
2-s2.0-16544371402,62,6
2-s2.0-84960348532,0,10
2-s2.0-84898876508,0,12
2-s2.0-3242811339,3,9
2-s2.0-3242753580,13,14
2-s2.0-21244478283,9,12
2-s2.0-0037261485,30,11
2-s2.0-0038478096,113,10
2-s2.0-0037283697,1,19
2-s2.0-0041701613,1,11
2-s2.0-84957689071,0,9
2-s2.0-84944314628,0,11
2-s2.0-0043215023,50,16
2-s2.0-84947557499,0,12
2-s2.0-84959339877,0,10
2-s2.0-13144294160,13,15
2-s2.0-4344578619,0,19
2-s2.0-0142088790,3,16
2-s2.0-84936933289,0,8
2-s2.0-0042202076,3,10
2-s2.0-0037234408,19,6
2-s2.0-0041350491,5,15
2-s2.0-0043130635,39,9
2-s2.0-0037246718,130,6
2-s2.0-4344592548,52,9
2-s2.0-3242789519,6,11
2-s2.0-16544363458,7,7
2-s2.0-0142030010,21,15
2-s2.0-0037238388,34,20
2-s2.0-0642314136,2,13
2-s2.0-1842855662,12,9
2-s2.0-0037283135,9,18
2-s2.0-2142805251,4,14
2-s2.0-0037203157,0,1
2-s2.0-18744383598,19,10
2-s2.0-0036450829,7,13
2-s2.0-0036453494,19,13
2-s2.0-0037164719,8,7
2-s2.0-0036452645,19,8
2-s2.0-6444245419,45,8
2-s2.0-0037146667,27,18
2-s2.0-0037147319,18,5
2-s2.0-0036444691,6,8
2-s2.0-0346035924,28,11
2-s2.0-3242717502,5,13
2-s2.0-0037049713,1,4
2-s2.0-0037032797,1,9
2-s2.0-0036435509,8,7
2-s2.0-0036433519,0,5
2-s2.0-0037021408,6,9
2-s2.0-0036433382,21,10
2-s2.0-0036433253,3,11
2-s2.0-0036434820,16,10
2-s2.0-0036899906,6,7
2-s2.0-0036989181,0,4
2-s2.0-2442715554,0,9
2-s2.0-2442643001,0,10
2-s2.0-26244465473,0,10
2-s2.0-0346949040,23,13
2-s2.0-0036891399,0,4
2-s2.0-15944401729,7,11
2-s2.0-0037818403,3,7
2-s2.0-0036976782,24,18
2-s2.0-1842843558,6,9
2-s2.0-0142148023,0,17
2-s2.0-0036946240,6,12
2-s2.0-0036947904,7,5
2-s2.0-0013224530,36,9
2-s2.0-0036983294,0,12
2-s2.0-0036940905,5,10
2-s2.0-0036979798,34,6
2-s2.0-0036972439,0,7
2-s2.0-0036911663,0,18
2-s2.0-0141942063,2,6
2-s2.0-0141872901,12,5
2-s2.0-2442717979,8,7
2-s2.0-0011908794,8,6
2-s2.0-2442665628,3,11
2-s2.0-2442685760,32,5
2-s2.0-2442671881,1,4
2-s2.0-0346438670,1,9
2-s2.0-0141976702,9,4
2-s2.0-0347581228,5,9
2-s2.0-0036963912,2,5
2-s2.0-0038143169,1,4
2-s2.0-68749118221,0,18
2-s2.0-1842856009,2,6
2-s2.0-68749083387,0,18
2-s2.0-77952057098,0,17
2-s2.0-11844253417,9,15
2-s2.0-0141907686,0,3
2-s2.0-4544329613,5,9
2-s2.0-84883795294,0,18
2-s2.0-77957055223,0,10
2-s2.0-79955156662,0,18
2-s2.0-84893065465,0,18
2-s2.0-35448998126,1,15
2-s2.0-33646777439,0,11
2-s2.0-84883758863,0,18
2-s2.0-0036803901,2,9
2-s2.0-79952255973,0,18
2-s2.0-1842867039,5,14
2-s2.0-84886860764,0,18
2-s2.0-79955126047,0,18
2-s2.0-0346666973,11,8
2-s2.0-84887937404,1,13
2-s2.0-6344239349,0,3
2-s2.0-0037000528,184,12
2-s2.0-2542457646,0,21
2-s2.0-0036044219,4,16
2-s2.0-79955148936,13,4
2-s2.0-2442688341,0,12
2-s2.0-0042092070,2,9
2-s2.0-1842527100,0,7
2-s2.0-2442673075,0,20
2-s2.0-0013045224,2,8
2-s2.0-0141449253,3,15
2-s2.0-0037731297,0,4
2-s2.0-33748746298,46,12
2-s2.0-1642603445,0,7
2-s2.0-0141784086,3,14
2-s2.0-0036980336,2,14
2-s2.0-0036925662,52,10
2-s2.0-0038740529,6,19
2-s2.0-0242456800,21,13
2-s2.0-0036968906,22,12
2-s2.0-0036974493,7,16
2-s2.0-0036940312,28,11
2-s2.0-11144324890,8,14
2-s2.0-11244328060,374,4
2-s2.0-0036890725,52,15
2-s2.0-0036897967,88,22
2-s2.0-0038290515,10,12
2-s2.0-0036993721,37,7
2-s2.0-0036975148,88,9
2-s2.0-3543072661,7,12
2-s2.0-0036916849,0,12
2-s2.0-0038235120,2,2
2-s2.0-12244303620,57,10
2-s2.0-0036893688,81,21
2-s2.0-0346949038,50,25
2-s2.0-28044449767,1,9
2-s2.0-0345772133,61,20
2-s2.0-0001899680,32,11
2-s2.0-0036889727,40,24
2-s2.0-0036927138,18,13
2-s2.0-0038697419,12,14
2-s2.0-0042655079,5,12
2-s2.0-0036913541,6,6
2-s2.0-0036917774,16,12
2-s2.0-0036884167,342,7
2-s2.0-78149338925,0,6
2-s2.0-70350362558,7,15
2-s2.0-0036971949,15,13
2-s2.0-23144437749,0,4
2-s2.0-0036836202,4,8
2-s2.0-0036369227,12,22
2-s2.0-15744364403,0,9
2-s2.0-18944390429,3,10
2-s2.0-2442692934,0,18
2-s2.0-0036936824,10,4
2-s2.0-0036924183,87,2
2-s2.0-10644275094,3,13
2-s2.0-4444379827,0,11
2-s2.0-2442667949,0,9
2-s2.0-0036989471,1,7
2-s2.0-15744362730,0,7
2-s2.0-0036958318,0,15
2-s2.0-27844611581,5,9
2-s2.0-2442652842,0,24
2-s2.0-12244298154,62,10
2-s2.0-0036917031,0,9
2-s2.0-84877064801,0,6
2-s2.0-26944466566,10,8
2-s2.0-24744451638,5,13
2-s2.0-84891046673,0,9
2-s2.0-0036961971,1,8
2-s2.0-0036891697,26,9
2-s2.0-84869200923,18,6
2-s2.0-2442684442,0,24
2-s2.0-4143137619,0,8
2-s2.0-0036947989,4,11
2-s2.0-0347298814,5,6
2-s2.0-0036899044,10,19
2-s2.0-0036930652,2,10
2-s2.0-0036904104,145,15
2-s2.0-0036941408,0,9
2-s2.0-0036941115,43,10
2-s2.0-15744386145,3,7
2-s2.0-1142293776,0,15
2-s2.0-0036889887,11,5
2-s2.0-54249132255,8,13
2-s2.0-0036948655,190,4
2-s2.0-0036980077,81,8
2-s2.0-0036912457,74,16
2-s2.0-0036929343,8,16
2-s2.0-0347186235,15,9
2-s2.0-0642365003,8,7
2-s2.0-0346652457,63,11
2-s2.0-0036960477,11,17
2-s2.0-0036997971,1,14
2-s2.0-0036900642,13,13
2-s2.0-0036893269,162,4
2-s2.0-0041392919,4,8
2-s2.0-84886811836,0,8
2-s2.0-0036898888,6,5
2-s2.0-0036934013,60,17
2-s2.0-0036903128,6,3
2-s2.0-0036916584,21,9
2-s2.0-0036908761,9,8
2-s2.0-0242301558,0,2
2-s2.0-2442714149,0,10
2-s2.0-3042859147,10,8
2-s2.0-0036947079,9,13
2-s2.0-0036952739,22,7
2-s2.0-0036889881,0,6
2-s2.0-84865800230,0,12
2-s2.0-2542585364,9,9
2-s2.0-0036962610,15,5
2-s2.0-0036950925,8,7
2-s2.0-3943106585,185,9
2-s2.0-84864834988,0,10
2-s2.0-70449970101,0,7
2-s2.0-0036907008,0,28
2-s2.0-0037001998,0,13
2-s2.0-33749215516,0,6
2-s2.0-1642282653,2,12
2-s2.0-77949314721,0,3
2-s2.0-26844540226,1,14
2-s2.0-1642402623,1,7
2-s2.0-0346839159,58,8
2-s2.0-0242709382,194,7
2-s2.0-0036972977,4,19
2-s2.0-0036960130,14,12
2-s2.0-0038643718,0,11
2-s2.0-0036996552,57,14
2-s2.0-0345983652,13,14
2-s2.0-0036916844,0,10
2-s2.0-52649127889,2,9
2-s2.0-0036891705,113,5
2-s2.0-0001911218,84,5
2-s2.0-0036911757,0,9
2-s2.0-0042852194,1,7
2-s2.0-0042852195,12,4
2-s2.0-35448990535,2,6
2-s2.0-0036904386,28,5
2-s2.0-0036932182,1,4
2-s2.0-1842845264,55,12
2-s2.0-0141792690,26,8
2-s2.0-0003228073,36,12
2-s2.0-0000042837,90,10
2-s2.0-0036429662,1,5
2-s2.0-0036434139,39,6
2-s2.0-0036433029,40,5
2-s2.0-0037184519,197,9
2-s2.0-79956286499,1,5
2-s2.0-0036423173,69,6
2-s2.0-0037175775,1,19
2-s2.0-0036419995,33,6
2-s2.0-0037145951,16,11
2-s2.0-0036407827,0,10
2-s2.0-0036408370,6,10
2-s2.0-0036406264,0,5
2-s2.0-0037112309,10,4
2-s2.0-0037079055,159,4
2-s2.0-0037079239,36,17
2-s2.0-0037069378,84,8
2-s2.0-0037065081,0,2
2-s2.0-0036033718,0,6
2-s2.0-18644377444,15,11
2-s2.0-0036033827,4,19
2-s2.0-0036399607,54,9
2-s2.0-0036408348,51,5
2-s2.0-0036400827,0,5
2-s2.0-0036403719,27,6
2-s2.0-0036405398,16,21
2-s2.0-0036407679,7,11
2-s2.0-0036399958,13,8
2-s2.0-0036861090,0,5
2-s2.0-0037676231,17,4
2-s2.0-0036859906,24,20
2-s2.0-0036843302,1,6
2-s2.0-0036850592,0,4
2-s2.0-0036849306,0,4
2-s2.0-0036879962,1,5
2-s2.0-0036849552,0,15
2-s2.0-0036869037,1,6
2-s2.0-0038352264,7,17
2-s2.0-0036868117,15,12
2-s2.0-0036870701,27,10
2-s2.0-0036838307,194,6
2-s2.0-0036829762,18,11
2-s2.0-0036853002,20,13
2-s2.0-0036850026,11,11
2-s2.0-0036880161,4,8
2-s2.0-0036880485,3,5
2-s2.0-0038718467,1,6
2-s2.0-0036838646,21,15
2-s2.0-0036879545,0,13
2-s2.0-0036846717,8,6
2-s2.0-0036848127,61,7
2-s2.0-0036848068,0,4
2-s2.0-0037837260,0,8
2-s2.0-1842844023,71,11
2-s2.0-0036873009,21,15
2-s2.0-0036837974,43,5
2-s2.0-0036849469,25,18
2-s2.0-0036838777,47,8
2-s2.0-0036879782,1,10
2-s2.0-0036871371,39,12
2-s2.0-0036839597,72,22
2-s2.0-0036866921,51,16
2-s2.0-0036849154,2,11
2-s2.0-0036856312,340,6
2-s2.0-0042034151,26,7
2-s2.0-0036843763,17,8
2-s2.0-0036860323,38,17
2-s2.0-0036855122,12,12
2-s2.0-18744378256,5,16
2-s2.0-0036399733,58,14
2-s2.0-0036400380,0,18
2-s2.0-0036400375,10,9
2-s2.0-0037195172,68,12
2-s2.0-0036398480,7,6
2-s2.0-0036402055,0,8
2-s2.0-0036398468,5,10
2-s2.0-0036400229,7,8
2-s2.0-0036400609,4,13
2-s2.0-0037191303,5,5
2-s2.0-0012787398,39,12
2-s2.0-0037174656,3,9
2-s2.0-0037174680,6,10
2-s2.0-0042763629,17,13
2-s2.0-0037163875,13,19
2-s2.0-0037164043,103,7
2-s2.0-2942546240,9,17
2-s2.0-0037159180,144,5
2-s2.0-0036390088,36,16
2-s2.0-0037126327,21,5
2-s2.0-0036386924,3,7
2-s2.0-0037120949,596,8
2-s2.0-0037121086,99,13
2-s2.0-0037107884,11,9
2-s2.0-0037107892,10,7
2-s2.0-0037107880,15,6
2-s2.0-0037108629,10,10
2-s2.0-0036384267,50,13
2-s2.0-0037078758,0,4
2-s2.0-0037078744,0,5
2-s2.0-0036384891,41,7
2-s2.0-0037078780,0,2
2-s2.0-0037078781,0,4
2-s2.0-18344401472,2,8
2-s2.0-0036385378,248,9
2-s2.0-0036379175,1,6
2-s2.0-0036380608,0,11
2-s2.0-0036378773,2,8
2-s2.0-0012951839,19,21
2-s2.0-0036377939,12,6
2-s2.0-0037027066,4,5
2-s2.0-0036377986,4,11
2-s2.0-0036376882,2,7
2-s2.0-0036379687,264,13
2-s2.0-0036355835,10,11
2-s2.0-0036798519,5,12
2-s2.0-0036817538,43,11
2-s2.0-0036807917,25,14
2-s2.0-0036808001,0,7
2-s2.0-0036797871,42,6
2-s2.0-0036818640,0,13
2-s2.0-0036780418,8,12
2-s2.0-0036792550,6,12
2-s2.0-0036772370,0,1
2-s2.0-1842855011,0,7
2-s2.0-0036773017,13,21
2-s2.0-0036773353,17,6
2-s2.0-0036775142,108,5
2-s2.0-18644368714,985,9
2-s2.0-0036821515,19,6
2-s2.0-0036807946,53,14
2-s2.0-0036814589,2,12
2-s2.0-0036811345,1,13
2-s2.0-0036791859,24,11
2-s2.0-0036772301,6,6
2-s2.0-0141447431,18,12
2-s2.0-0036772523,57,10
2-s2.0-0036791428,363,18
2-s2.0-0042626095,10,11
2-s2.0-0036789444,0,3
2-s2.0-0036801092,0,9
2-s2.0-0036790613,0,18
2-s2.0-0036826362,3,6
2-s2.0-0036791538,15,10
2-s2.0-0036774659,10,4
2-s2.0-0042626090,18,9
2-s2.0-0141559001,21,13
2-s2.0-0036823113,20,14
2-s2.0-0036801935,1,9
2-s2.0-0036791040,164,9
2-s2.0-0036807148,6,5
2-s2.0-0036790072,20,6
2-s2.0-0036817905,44,6
2-s2.0-0036798717,8,10
2-s2.0-1642431343,1,24
2-s2.0-0036773460,5,10
2-s2.0-0041624101,3,3
2-s2.0-0036796726,1,12
2-s2.0-0036800502,2,3
2-s2.0-0042125048,19,10
2-s2.0-0036783335,301,13
2-s2.0-0036808434,4,9
2-s2.0-0036793241,5,2
2-s2.0-26844434488,4,6
2-s2.0-0036804584,76,12
2-s2.0-0036775772,93,9
2-s2.0-0036792152,11,8
2-s2.0-0036772337,18,9
2-s2.0-0036786716,5,3
2-s2.0-0042986082,20,5
2-s2.0-0036781431,44,18
2-s2.0-18644382191,22,13
2-s2.0-0036781682,25,26
2-s2.0-0036818558,0,3
2-s2.0-0037174288,35,13
2-s2.0-0036048814,3,12
2-s2.0-0036038950,0,9
2-s2.0-0036042580,105,12
2-s2.0-0036041660,25,9
2-s2.0-2242430735,0,6
2-s2.0-0037144586,73,15
2-s2.0-0037136404,246,5
2-s2.0-0003308786,112,9
2-s2.0-0036373611,5,8
2-s2.0-0037130941,12,11
2-s2.0-0037125792,55,10
2-s2.0-0037105582,114,9
2-s2.0-0037107006,41,6
2-s2.0-0037107046,35,12
2-s2.0-0036355686,63,10
2-s2.0-0036362914,2,5
2-s2.0-0036024995,18,12
2-s2.0-0037068476,5,7
2-s2.0-4243238323,0,6
2-s2.0-0036024997,54,12
2-s2.0-0037063389,5,5
2-s2.0-0036024684,4,9
2-s2.0-0036024676,0,4
2-s2.0-0037015014,33,10
2-s2.0-0035991752,2,7
2-s2.0-0037009569,0,4
2-s2.0-0036744316,0,5
2-s2.0-0036737180,0,20
2-s2.0-0036748737,0,5
2-s2.0-0036720975,2,10
2-s2.0-0036749274,43,12
2-s2.0-0036737665,5,7
2-s2.0-0036715591,669,7
2-s2.0-0036722750,8,9
2-s2.0-0036735509,6,6
2-s2.0-0036718981,37,17
2-s2.0-0036733516,15,11
2-s2.0-0036712421,259,10
2-s2.0-0036714665,17,12
2-s2.0-0036745397,48,18
2-s2.0-0036751436,2,8
2-s2.0-0036715421,13,22
2-s2.0-0036742297,20,4
2-s2.0-0036742750,4,7
2-s2.0-0036770674,0,11
2-s2.0-0036751059,10,10
2-s2.0-19244380076,0,4
2-s2.0-0642311309,8,12
2-s2.0-0036768802,17,7
2-s2.0-18644365201,28,14
2-s2.0-0036767228,105,5
2-s2.0-0036750788,4,4
2-s2.0-0036708084,1,7
2-s2.0-0036765414,6,10
2-s2.0-17144451109,0,3
2-s2.0-14844334483,1,14
2-s2.0-0036721521,14,14
2-s2.0-17144436150,0,4
2-s2.0-0036731713,47,7
2-s2.0-0036746390,0,4
2-s2.0-0036743644,19,7
2-s2.0-0036737423,9,6
2-s2.0-1842845736,46,5
2-s2.0-0037643555,8,8
2-s2.0-0036767478,41,19
2-s2.0-0036762915,54,13
2-s2.0-0036730532,13,7
2-s2.0-0036740519,165,11
2-s2.0-0036731003,44,9
2-s2.0-0036726264,47,27
2-s2.0-0036720121,200,12
2-s2.0-0036724060,21,9
2-s2.0-0035993402,5,13
2-s2.0-0037183572,18,11
2-s2.0-0035993441,48,16
2-s2.0-0036342301,21,12
2-s2.0-0036341504,34,4
2-s2.0-0035986917,0,12
2-s2.0-0036023979,60,8
2-s2.0-0036342294,962,19
2-s2.0-0037158780,130,11
2-s2.0-0037158810,65,8
2-s2.0-0036341371,5,10
2-s2.0-0036333264,1,8
2-s2.0-0037135922,0,8
2-s2.0-0036336267,0,1
2-s2.0-0036329116,35,13
2-s2.0-0036340498,28,11
2-s2.0-0036328156,84,12
2-s2.0-0037119336,337,20
2-s2.0-0035984263,10,8
2-s2.0-0036324057,4,4
2-s2.0-17544403540,3,7
2-s2.0-0037103028,22,7
2-s2.0-0036324060,13,6
2-s2.0-0037102405,11,10
2-s2.0-0036327558,37,14
2-s2.0-0037077708,8,13
2-s2.0-0036330825,9,13
2-s2.0-0036334441,39,15
2-s2.0-0036020564,21,17
2-s2.0-0037047579,1,9
2-s2.0-0036020645,2,2
2-s2.0-0036020647,2,5
2-s2.0-0036020655,129,3
2-s2.0-0036020701,2,2
2-s2.0-0036330443,5,14
2-s2.0-0036324715,761,13
2-s2.0-0036320438,188,5
2-s2.0-0036327035,0,5
2-s2.0-0037026230,2,12
2-s2.0-0036074510,163,13
2-s2.0-0041532677,22,9
2-s2.0-0035997269,64,7
2-s2.0-0036679118,3,13
2-s2.0-0036686104,16,16
2-s2.0-0036687815,2,10
2-s2.0-0036680541,4,4
2-s2.0-0036671244,39,6
2-s2.0-0036677822,0,16
2-s2.0-0036668059,57,18
2-s2.0-0036679934,50,4
2-s2.0-0036693009,37,8
2-s2.0-0036674870,2,13
2-s2.0-18644365692,67,8
2-s2.0-0036677673,26,15
2-s2.0-0037884876,14,7
2-s2.0-0036678847,90,13
2-s2.0-0036693004,69,10
2-s2.0-0036674206,6,17
2-s2.0-0036687312,7,4
2-s2.0-0036686460,1,8
2-s2.0-0036706501,90,12
2-s2.0-0036678177,0,5
2-s2.0-0036691142,4,16
2-s2.0-0036703157,0,1
2-s2.0-0036706198,2,6
2-s2.0-0036706382,19,5
2-s2.0-0036686525,3,6
2-s2.0-0036669678,543,3
2-s2.0-0036675614,12,9
2-s2.0-0036691001,0,7
2-s2.0-0036706214,62,8
2-s2.0-0036677757,0,11
2-s2.0-0036669735,126,20
2-s2.0-0036683919,3,5
2-s2.0-0036669944,23,8
2-s2.0-54049128456,0,7
2-s2.0-0036681416,346,3
2-s2.0-0036691946,92,12
2-s2.0-0036673306,12,10
2-s2.0-0036673304,3,18
2-s2.0-0036688099,13,2
2-s2.0-0035988324,15,6
2-s2.0-0036073343,77,4
2-s2.0-0036065470,1,10
2-s2.0-0036065449,3,13
2-s2.0-0037194390,0,11
2-s2.0-0036068656,1,5
2-s2.0-0036313499,33,9
2-s2.0-0035991582,4,14
2-s2.0-0036310867,24,5
2-s2.0-0035988123,14,9
2-s2.0-0035986891,171,15
2-s2.0-0036019297,45,9
2-s2.0-0035991731,141,6
2-s2.0-0037130293,25,10
2-s2.0-0036308741,246,6
2-s2.0-0035985840,8,10
2-s2.0-0036301324,1,21
2-s2.0-0036307818,0,9
2-s2.0-0037125152,7,5
2-s2.0-18444366176,30,14
2-s2.0-0036306160,0,17
2-s2.0-0036300444,161,13
2-s2.0-0036300794,81,19
2-s2.0-0037099699,174,13
2-s2.0-0036298990,52,9
2-s2.0-0036294395,19,9
2-s2.0-0037100683,150,15
2-s2.0-0036299061,11,12
2-s2.0-0036297858,0,7
2-s2.0-0036297653,20,16
2-s2.0-0037099005,290,14
2-s2.0-0037099620,52,17
2-s2.0-0037067746,152,8
2-s2.0-0037062946,2,9
2-s2.0-0036298375,55,17
2-s2.0-0036304539,0,7
2-s2.0-0036302540,0,13
2-s2.0-0036018926,17,15
2-s2.0-0036307006,30,7
2-s2.0-0036302263,31,17
2-s2.0-0036299699,0,1
2-s2.0-0036306169,6,6
2-s2.0-0035990249,13,12
2-s2.0-0035987498,84,9
2-s2.0-0037042856,0,6
2-s2.0-0036288281,1,9
2-s2.0-0036295220,102,10
2-s2.0-0036289570,0,7
2-s2.0-0036286631,235,8
2-s2.0-0036288284,91,10
2-s2.0-0035998940,10,9
2-s2.0-0036297103,27,26
2-s2.0-0036285983,0,15
2-s2.0-0036296761,56,12
2-s2.0-0036083313,5,14
2-s2.0-0036083631,30,9
2-s2.0-0036080428,36,9
2-s2.0-0036080351,4,4
2-s2.0-0036086863,11,4
2-s2.0-0036087337,7,5
2-s2.0-0036090123,23,19
2-s2.0-0036079155,28,16
2-s2.0-0036078242,3,8
2-s2.0-0036075837,1,6
2-s2.0-0036072840,0,8
2-s2.0-0036630105,18,15
2-s2.0-0036645568,0,2
2-s2.0-0036645138,12,7
2-s2.0-0036633496,71,8
2-s2.0-1642448420,2,5
2-s2.0-0036652224,33,10
2-s2.0-0036645183,176,5
2-s2.0-0036628560,103,15
2-s2.0-0036637736,0,1
2-s2.0-0036635152,20,13
2-s2.0-3242766259,2,9
2-s2.0-0036645325,5,4
2-s2.0-0036662961,23,9
2-s2.0-0036637131,81,5
2-s2.0-0036634881,0,12
2-s2.0-0036635131,31,10
2-s2.0-0036643981,1,3
2-s2.0-0036629712,24,12
2-s2.0-0036629241,29,6
2-s2.0-0036634247,0,8
2-s2.0-0036665410,1,2
2-s2.0-0036634071,12,10
2-s2.0-0036645449,15,8
2-s2.0-0036654974,18,7
2-s2.0-0036661037,117,15
2-s2.0-0036633036,23,17
2-s2.0-44349145049,0,4
2-s2.0-1842846692,1,10
2-s2.0-0036651643,1,9
2-s2.0-0036654608,2,10
2-s2.0-0036652933,15,6
2-s2.0-0036080283,0,6
2-s2.0-0037193707,9,12
2-s2.0-0036072168,12,10
2-s2.0-0035989338,49,5
2-s2.0-0035989350,17,7
2-s2.0-0035989334,96,6
2-s2.0-0036282562,4,16
2-s2.0-0035989349,5,20
2-s2.0-0035989336,35,6
2-s2.0-0037172968,483,12
2-s2.0-0037173062,126,12
2-s2.0-0037173119,19,9
2-s2.0-0036273977,183,10
2-s2.0-0036269306,15,12
2-s2.0-0036263043,11,10
2-s2.0-0036259397,28,13
2-s2.0-0036259389,0,1
2-s2.0-0036260304,35,6
2-s2.0-0036259508,32,9
2-s2.0-0037098149,8,6
2-s2.0-0037096192,12,15
2-s2.0-0037098663,4,7
2-s2.0-0037096859,108,18
2-s2.0-0036271043,149,14
2-s2.0-84974622179,0,3
2-s2.0-0037062513,163,15
2-s2.0-0037053707,1,5
2-s2.0-0036262220,0,16
2-s2.0-0036262111,56,6
2-s2.0-0036262219,0,3
2-s2.0-0036259619,23,8
2-s2.0-0037030680,4,6
2-s2.0-18344418957,52,13
2-s2.0-0037024609,0,16
2-s2.0-0037024556,0,14
2-s2.0-0036106079,18,18
2-s2.0-0037024626,0,14
2-s2.0-0037024466,1,10
2-s2.0-0037024625,0,7
2-s2.0-0036107968,124,9
2-s2.0-0036591375,38,6
2-s2.0-0036606826,1,7
2-s2.0-0036591371,21,8
2-s2.0-0036624335,8,5
2-s2.0-0036626178,0,5
2-s2.0-0036606269,3,9
2-s2.0-0036596887,82,5
2-s2.0-0036594338,23,5
2-s2.0-0036606878,16,7
2-s2.0-0036624675,28,8
2-s2.0-0036606636,12,7
2-s2.0-0036591338,0,12
2-s2.0-0036624330,0,4
2-s2.0-0036624288,1,8
2-s2.0-0036606173,40,9
2-s2.0-0036598644,5,5
2-s2.0-0036606511,19,11
2-s2.0-0036591353,1,8
2-s2.0-0036628189,37,10
2-s2.0-0036099990,31,10
2-s2.0-0036613126,11,18
2-s2.0-0036594916,76,5
2-s2.0-0036616852,12,25
2-s2.0-0036618202,38,4
2-s2.0-2942518019,18,24
2-s2.0-0036090953,13,9
2-s2.0-0036094726,0,12
2-s2.0-0036095428,1,10
2-s2.0-0035999973,9,8
2-s2.0-0036098516,0,11
2-s2.0-0037182326,0,5
2-s2.0-0036094225,1,10
2-s2.0-0036091936,0,3
2-s2.0-0036097833,1,9
2-s2.0-0036092301,3,15
2-s2.0-0036092261,1,8
2-s2.0-0036250922,30,10
2-s2.0-0036257944,84,9
2-s2.0-0036251775,135,12
2-s2.0-0036255549,9,20
2-s2.0-0036264321,9,14
2-s2.0-0036367819,5,4
2-s2.0-0037094421,11,30
2-s2.0-0037092614,0,3
2-s2.0-0036239273,35,15
2-s2.0-0037076370,61,8
2-s2.0-18344385485,0,3
2-s2.0-0036234689,0,14
2-s2.0-0037046558,224,4
2-s2.0-0036240788,7,24
2-s2.0-0036253632,69,17
2-s2.0-0036232188,89,17
2-s2.0-0036010728,4,6
2-s2.0-0037023868,14,9
2-s2.0-0037023854,67,4
2-s2.0-0037013252,129,25
2-s2.0-0037013241,35,12
2-s2.0-0037012884,27,6
2-s2.0-0037007637,294,3
2-s2.0-0842271081,28,9
2-s2.0-0036574139,7,5
2-s2.0-0036565623,3,6
2-s2.0-0036586699,0,6
2-s2.0-0036589352,4,6
2-s2.0-0036586710,47,8
2-s2.0-0036568138,6,18
2-s2.0-0036567258,106,10
2-s2.0-0036557984,13,10
2-s2.0-0036589311,12,16
2-s2.0-0036558030,6,4
2-s2.0-0036567071,78,15
2-s2.0-0036559219,0,9
2-s2.0-0036568319,161,12
2-s2.0-0036572832,3,13
2-s2.0-0036558206,0,2
2-s2.0-16844380644,2,10
2-s2.0-0036574644,0,4
2-s2.0-0036557848,2,15
2-s2.0-0036589881,28,9
2-s2.0-0036584887,18,10
2-s2.0-0036583231,69,9
2-s2.0-0036568142,8,11
2-s2.0-0036580812,13,8
2-s2.0-0036101735,76,15
2-s2.0-0037181641,41,6
2-s2.0-0037171887,2,7
2-s2.0-0035986769,57,19
2-s2.0-0036219326,50,24
2-s2.0-0036215074,79,4
2-s2.0-0036213202,29,9
2-s2.0-0036210842,9,8
2-s2.0-0037123349,16,8
2-s2.0-0036211767,4,9
2-s2.0-0036215449,26,7
2-s2.0-0037117476,56,12
2-s2.0-0036211823,174,20
2-s2.0-0036209062,40,14
2-s2.0-0036206041,199,13
2-s2.0-0036206553,29,17
2-s2.0-0036213742,6,15
2-s2.0-0036204734,28,14
2-s2.0-0036207347,1561,10
2-s2.0-0036199071,1,6
2-s2.0-0036006176,142,10
2-s2.0-0036127853,2,5
2-s2.0-0036128133,45,18
2-s2.0-0036129650,44,6
2-s2.0-0012588361,23,24
2-s2.0-0037007021,38,10
2-s2.0-0037006807,240,16
2-s2.0-0036535896,36,11
2-s2.0-0036550612,9,11
2-s2.0-33846265712,0,19
2-s2.0-0036545754,3,18
2-s2.0-10844256373,0,6
2-s2.0-0036557238,0,7
2-s2.0-0036537266,0,5
2-s2.0-0036557086,4,6
2-s2.0-0036525710,5,8
2-s2.0-0036536934,0,2
2-s2.0-0036550633,15,15
2-s2.0-0037204560,3,7
2-s2.0-0037187548,0,8
2-s2.0-0036129777,89,14
2-s2.0-0036120731,34,14
2-s2.0-0036124446,34,14
2-s2.0-0036124608,30,14
2-s2.0-0036130216,1,6
2-s2.0-0036005913,18,11
2-s2.0-0036118448,22,15
2-s2.0-0036119364,17,6
2-s2.0-0036122694,6,7
2-s2.0-0036005788,7,13
2-s2.0-0036200945,276,5
2-s2.0-0036195374,61,18
2-s2.0-0037128948,2,5
2-s2.0-10344252920,24,13
2-s2.0-0037086447,44,6
2-s2.0-0037085586,11,6
2-s2.0-0036188467,0,7
2-s2.0-0036185085,2,6
2-s2.0-0036185536,4,10
2-s2.0-0036185229,2,9
2-s2.0-0036188758,5,11
2-s2.0-0036188173,5,8
2-s2.0-0036190957,36,9
2-s2.0-0036191560,0,7
2-s2.0-0036191007,72,10
2-s2.0-0036184422,10,17
2-s2.0-0036184674,13,4
2-s2.0-0036188264,66,7
