,Author Keyword,eID,Abbreviation,Code,Text
813,"['Computational mutagenesis', 'Genotype-phenotype correlation', 'Hiv', 'Integrase', 'Raltegravir', 'Resistance', 'Statistical learning models']",2-s2.0-84888179827,MATH,2604,Applied Mathematics
814,"['Biomarker', 'Immunology', 'Knowledge-based system']",2-s2.0-84888177561,MATH,2611,Modeling and Simulation
815,"['Aging', 'Clustering', 'Linear regression', 'Progeria', 'Transcriptional regulation']",2-s2.0-84888143245,MATH,2613,Statistics and Probability
816,"['Bioinformatics', 'Error correction', 'Next generation sequencing', 'Sequence assembly', 'Suffix trees']",2-s2.0-84888146006,PHAR,3003,Pharmaceutical Science
817,"['Antigenic cross-reactivity', 'Epitopes', 'Functional redundancy', 'Ligand-receptor binding', 'Peptides', 'Protein folding']",2-s2.0-84888189821,PHAR,3004,Pharmacology
818,"['Alternative splicing', 'Differential expression', 'RNA-seq']",2-s2.0-84888168328,ENGI,2208,Electrical and Electronic Engineering
819,"['Chromosome conformation capture', 'Colocalization test', 'Genome structure']",2-s2.0-84888195839,ENGI,2210,Mechanical Engineering
820,"['Discharge summaries', 'Electronic medical records', 'Health information systems', 'Information extraction', 'Medications', 'Natural language']",2-s2.0-84888166810,MATE,2500,Materials Science (all)
821,"['Bag-of-visual-words', 'Bioimage', 'Classification', 'Local features']",2-s2.0-84888171550,MATH,2611,Modeling and Simulation
822,"['Biological networks', 'Semantic similarity', 'Spectral analysis']",2-s2.0-84888154742,COMP,1700,Computer Science (all)
823,"['Homology models', 'Prediction of binding affinity', 'Protein kinases', 'Protein structure comparison', 'Semi-supervised learning']",2-s2.0-84888187800,MATH,2614,Theoretical Computer Science
824,"['Clinical text', 'Incidental findings', 'Radiology']",2-s2.0-84888174282,COMP,1712,Software
825,"['Agent based modeling', 'Bacteria- materials interactions', 'Computational biology']",2-s2.0-84888177704,COMP,1702,Artificial Intelligence
826,"['Amps', 'Antimicrobial peptides', 'Logistic regression models']",2-s2.0-84888141142,AGRI,1110,Plant Science
827,"['Data mining', 'Database curation', 'Information extraction', 'Knowledge discovery', 'Machine learning', 'Protein-protein interaction']",2-s2.0-84888165203,BIOC,1307,Cell Biology
828,"['Non-synonymous single nucleotide polymorphisms (nsSNPs)', 'Protein sequence', 'Protein structural modeling', 'Protein structure']",2-s2.0-84888173870,BIOC,1311,Genetics
829,"['Differentially expression', 'Gene ontology', 'Hierarchical networks', 'Modularity', 'Time series gene expression']",2-s2.0-84888154674,COMP,1712,Software
830,"['Classification', 'Clustering', 'Flow cytometry', 'Immunology', 'Template tree', 'Templates']",2-s2.0-84888182236,COMP,1708,Hardware and Architecture
831,"['Comparative evidence', 'Decision support', 'Electronic medical records', 'Personalized care', 'Visual analytics']",2-s2.0-84888195610,COMP,1711,Signal Processing
832,"['Hidden markov model (HMM)', 'High density lipoprotein (HDL)', 'Individual particle reconstruction (IPR)', 'Low density lipoprotein (LDL)', 'Proteomics', 'Single particle reconstruction (SPR)']",2-s2.0-84888160424,BIOC,1311,Genetics
833,"['Bacterial', 'Clustering', 'Computational', 'Core clusters', 'Genomics', 'Indexing', 'Infrastructure', 'Orthologs', 'Pangenome', 'Paralogs', 'Pathogens', 'Protein clusters']",2-s2.0-84888170638,BIOC,1312,Molecular Biology
834,"['Measurement', 'Theory']",2-s2.0-84888151294,BIOC,1303,Biochemistry
835,"['Chronic disease assessment', 'Free-living health monitoring', 'Gait speed', 'Smart phone application']",2-s2.0-84888177684,MATH,2605,Computational Mathematics
836,"['Fast fourier transform', 'GPGPU', 'Protein-protein docking', 'Structural biology']",2-s2.0-84888155076,PHAR,3004,Pharmacology
837,"['RNA-seq', 'Sequence mapping', 'Statistical methods']",2-s2.0-84888147424,MEDI,2736,Pharmacology (medical)
838,"['Electronic health record', 'IPad', 'Mobile', 'Mobile device', 'Tablet']",2-s2.0-84888181253,MEDI,2725,Infectious Diseases
839,"['Human papilloma viruses', 'Immunological databases', 'T cell epitopes', 'Vaccine target discovery', 'Viral antigens']",2-s2.0-84888175517,BIOC,1305,Biotechnology
840,"['Bioimaging', 'Classification', 'Computer vision', 'Feature detection', 'Feature hiding', 'Machine learning', 'Ultrasound']",2-s2.0-84888148012,ENGI,2204,Biomedical Engineering
841,"['Feature selection', 'Minimum independent dominating sets', 'Stability']",2-s2.0-84888141455,COMP,1706,Computer Science Applications
842,"['Algorithms', 'De novo genome assembly', 'Next-generation sequencing', 'Sequence analysis', 'Software']",2-s2.0-84888169905,MEDI,2718,Health Informatics
843,"['Aging', 'Copy number alteration', 'Gene expression', 'Glioblastoma', 'Methylation']",2-s2.0-84888163792,COMP,1700,Computer Science (all)
844,"['Probabilistic networks', 'Reachability', 'Signaling networks']",2-s2.0-84888146611,MATH,2614,Theoretical Computer Science
845,"['Context-free grammars', 'Finite- state automata', 'Global sampling', 'Random generation', 'RNA design', 'Secondary structure']",2-s2.0-84888195062,CHEM,1602,Analytical Chemistry
846,"['Cultural algorithm', 'Gene sets', 'Network reconstruction']",2-s2.0-84888142584,CHEM,1607,Spectroscopy
847,"['Essentiality', 'Hierarchical models', 'Sequence analysis']",2-s2.0-84888185580,ENVI,2304,Environmental Chemistry
848,"['Dynamic models', 'Function estimation', 'Genetic algorithms', 'Kinetic models', 'Modeling', 'Parameter estimation']",2-s2.0-84888152451,COMP,1700,Computer Science (all)
849,"['Protein-protein interaction', 'Structural biology', 'Template- based docking', 'Template-free docking']",2-s2.0-84888172919,MATH,2614,Theoretical Computer Science
850,"['Basin hopping', 'Decoy ensemble', 'Informatics-driven', 'Ma- chine learning', 'Probabilistic search', 'Putative interaction interface', 'Rigid protein-protein docking']",2-s2.0-84888179544,COMP,1701,Computer Science (miscellaneous)
851,"['Keywords electronic health records', 'TREC']",2-s2.0-84888194948,BIOC,1311,Genetics
852,"['Metabolic network database', 'SBML', 'SMDA']",2-s2.0-84888143522,BIOC,1313,Molecular Medicine
853,"['Conformational space', 'Decoy sampling', 'Hybrid evolutionary search algorithm', 'Multiobjective guidance', 'Stochastic search', 'Template-free protein structure prediction']",2-s2.0-84888151572,MEDI,2716,Genetics (clinical)
854,"['Big data', 'Patient-centered outcomes', 'Population health']",2-s2.0-84888153069,MEDI,2719,Health Policy
855,"['Boolean networks', 'Formal methods', 'Immune system', 'Statistical model checking', 'T cell']",2-s2.0-84888149189,COMP,1700,Computer Science (all)
856,"['Coarse-grained', 'Conformational search', 'Geometry', 'Rigidity', 'Robotics']",2-s2.0-84888181238,MATH,2614,Theoretical Computer Science
857,"['Causal effects', 'Cgi', 'Major depressive disorder', 'Mindlinc', 'Predictive modeling']",2-s2.0-84888166097,COMP,1712,Software
858,"['Differential splicing detection', 'Next generation sequencing', 'RNA-Seq', 'Schwarz information criterion', 'Statistical hypothesis testing']",2-s2.0-84888173745,COMP,1712,Software
859,"['BIOCAT', 'Biological image classification', 'Cluster computing', 'Pattern recognition', 'Remote method invocation']",2-s2.0-84888177383,COMP,1702,Artificial Intelligence
860,"['Cloud computing', 'Fairness', 'Grid computing', 'Online-algorithm', 'Scheduling', 'Simgrid', 'Stretch', 'Virtual screening']",2-s2.0-84888175071,BIOC,1306,Cancer Research
861,Algorithms,2-s2.0-84888147368,MEDI,2730,Oncology
862,"['Constrained optimization', 'Gene regulatory networks', 'Gibbs sampling', 'Multivariate linear regression', 'Network component analysis']",2-s2.0-84888194934,MEDI,2728,Neurology (clinical)
863,"['AP-MS data', 'Cluster', 'Protein complex']",2-s2.0-84888149720,COMP,1712,Software
864,"['30-day mortality rates', 'CPOE', 'Critical access hospitals', 'EHR components', 'Electronic health records', 'Meaningful use criteria']",2-s2.0-84888170627,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
865,"['Gesture recognition', 'Hidden markov models', 'Mobile health']",2-s2.0-84888143523,BIOC,1301,"Biochemistry, Genetics and Molecular Biology (miscellaneous)"
866,"['Alignment-free', 'Bioinformatics', 'Sequence analysis', 'Sequence classification', 'Sequence identification']",2-s2.0-84888152089,COMP,1703,Computational Theory and Mathematics
867,"['Bioinformatics', 'Temporal reasoning', 'Temporal relations']",2-s2.0-84888150412,COMP,1711,Signal Processing
868,"['Biological networks', 'Convergence', 'Graph theory', 'Ontology']",2-s2.0-84888192825,ENGI,2204,Biomedical Engineering
869,"['Model fitting', 'Protein structure determination', 'X-ray crystallography']",2-s2.0-84888154393,BIOC,1305,Biotechnology
870,"['Chlamydiae MOMP', 'MHC II', 'Vaccine']",2-s2.0-84888150100,IMMU,2402,Applied Microbiology and Biotechnology
871,"['Classification', 'Homology', 'Species', 'Taxonomy', 'Unsupervised clustering']",2-s2.0-84888195958,MEDI,2700,Medicine (all)
872,NaN,2-s2.0-84888152296,COMP,1700,Computer Science (all)
873,"['Agent based models', 'Simulations', 'Smart devices apps', 'Translational research']",2-s2.0-84888154806,ENGI,2200,Engineering (all)
874,"['Bioinformatics', 'Machine learning', 'Phosphorylation', 'Posttranslational modification', 'Proteomics', 'Tandem mass spectrometry']",2-s2.0-84888151941,PHAR,3002,Drug Discovery
875,"['BWT', 'Functional annotation', 'Protein shape strings']",2-s2.0-84888164595,COMP,1700,Computer Science (all)
876,"['Bioinformatics', 'MPI', 'OpenMP', 'Parallel computing', 'Proteomics']",2-s2.0-84888152371,MATH,2614,Theoretical Computer Science
877,Algorithms,2-s2.0-84888153604,BIOC,1302,Aging
878,"[""Alzheimer's disease neuroimaging initiative (ADNI)"", 'Feature augmentation', 'Feature clustering']",2-s2.0-84888181439,MEDI,2717,Geriatrics and Gerontology
879,"['HLA imputation', 'Human leukocyte antigen', 'Label dependency', 'Multi-label prediction', 'SNPs']",2-s2.0-84888140690,COMP,1712,Software
880,"['Biological networks', 'Semantic similarity', 'Spectral analysis']",2-s2.0-84888173355,COMP,1702,Artificial Intelligence
881,"['Lapels', 'Mapping rate', 'Merging', 'Parental origin', 'Pseudogenomes', 'Suspenders']",2-s2.0-84888172731,COMP,1706,Computer Science Applications
882,"['Energy surface', 'Multiscaling', 'Principal components', 'Probabilistic search', 'Ras', 'Stable structures', 'Structure space']",2-s2.0-84888172580,COMP,1700,Computer Science (all)
883,Network evolution,2-s2.0-84888194643,MATH,2614,Theoretical Computer Science
884,NaN,2-s2.0-84888160920,MEDI,2730,Oncology
885,"['Haplo- Type reconstruction', 'Hidden markov model', 'High-throughput sequencing']",2-s2.0-84888186427,COMP,1706,Computer Science Applications
886,"['Genome rearrangement', 'Heuristic', 'Length-weighted inversion']",2-s2.0-84888195737,COMP,1710,Information Systems
887,"['Hierarchical distribution', 'Metagenomics', 'Mixture model']",2-s2.0-84888173386,DECI,1802,Information Systems and Management
888,"['Alternative splicing', 'Performance measures', 'Rna sequencing']",2-s2.0-84888139318,MATH,2603,Analysis
889,"['Decision tree', 'Hiv', 'N-gram model', 'Random forest', 'Sequence analysis']",2-s2.0-84888166401,MEDI,2731,Ophthalmology
890,"['Big data', 'Genomics', 'The cancer genome atlas']",2-s2.0-84888192399,NEUR,2809,Sensory Systems
891,"['Algorithm', 'Electron cryomicroscopy', 'Graph', 'K-shortest paths', 'Protein', 'Topology']",2-s2.0-84888157991,NEUR,2804,Cellular and Molecular Neuroscience
892,"['Alignment-free sequence analysis', 'Membership value']",2-s2.0-84888177153,BIOC,1314,Physiology
893,"['Palindromic avoidance', 'Pathway of reduction', 'TRNA']",2-s2.0-84888157747,AGRI,1110,Plant Science
894,"['Algorithm', 'Differential equations', 'Graph', 'KSP problem', 'Neural network', 'Poxvirus', 'Whole-genome sequencing']",2-s2.0-84888176554,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
895,"['Mulsticaling', 'PCA', 'Ras', 'Search', 'Structure space']",2-s2.0-84888195487,BIOC,1303,Biochemistry
896,"['Bone fracture', 'Deep belief net (DBN)', 'Integrated features', 'Osteoporosis', 'Restricted boltzmann machine (RBM)', 'Risk factors analysis (RFA)']",2-s2.0-84888162455,BIOC,1306,Cancer Research
897,"['Machine learning methods', 'NcRNAs', 'Sequence alignment']",2-s2.0-84888159597,MEDI,2730,Oncology
898,"['GPUs', 'Indexing', 'Parallel programming', 'Sequence alignment']",2-s2.0-84888161848,COMP,1705,Computer Networks and Communications
899,"['Computational biology', 'Sorting by reversals and translocations']",2-s2.0-84888167780,COMP,1710,Information Systems
900,"['Biocuration', 'BionLP', 'Information extraction', 'Phosphorylation', 'Text mining']",2-s2.0-84888149817,COMP,1700,Computer Science (all)
901,Security,2-s2.0-84888148523,MATH,2614,Theoretical Computer Science
902,"['Cancer', 'Classification', 'Comparative genomics', 'Meta-analysis', 'Synthetic lethality', 'TCGA']",2-s2.0-84888160984,COMP,1700,Computer Science (all)
903,"['N-gram model', 'Phylogeny', 'Sequence analysis']",2-s2.0-84888172226,MATH,2614,Theoretical Computer Science
904,"['Gaps', 'Pairwise sequence alignment', 'Short-read mapping']",2-s2.0-84888165453,COMP,1700,Computer Science (all)
905,"['Alignment', 'DNAseq', 'Pseudogenomes', 'Reference', 'Reference bias', 'RNAseq']",2-s2.0-84888157558,MATH,2614,Theoretical Computer Science
906,"['Active subnetworks', 'P-value', 'Pagerank', 'RNA-seq']",2-s2.0-84888156586,COMP,1700,Computer Science (all)
907,NaN,2-s2.0-84896704941,MATH,2614,Theoretical Computer Science
908,NaN,2-s2.0-84889261817,COMP,1705,Computer Networks and Communications
909,"['Bioinformatics', 'Deep sequencing', 'LncRNA', 'Machine learning', 'microRNA', 'Non-coding RNA']",2-s2.0-84888104685,COMP,1712,Software
910,NaN,2-s2.0-84896721689,COMP,1700,Computer Science (all)
911,"['Array CGH', 'Autistic spectrum disorder', 'Chromosome X', 'Female', 'MECP2', 'Rett syndrome', 'Xq28 microdeletion']",2-s2.0-84888273136,MATH,2614,Theoretical Computer Science
912,NaN,2-s2.0-84894260881,AGRI,1107,Forestry
913,NaN,2-s2.0-84888044572,ENVI,2303,Ecology
914,NaN,2-s2.0-84888045738,AGRI,1110,Plant Science
915,"['bioinformatics', 'malware', 'multiple sequence alignment', 'signature generation', 'transcoding']",2-s2.0-84888039597,MEDI,2716,Genetics (clinical)
916,"['AgOR1', 'DEET', 'GPCR', 'Malaria', 'Mosquito repellents', 'VBD']",2-s2.0-84888045451,BIOC,1311,Genetics
917,"['Alcohol preference', 'Atf2', 'Candidate', 'Gene expression', 'QTL']",2-s2.0-84888397112,COMP,1710,Information Systems
918,"['bioinformatics', 'clusters', 'correlation networks', 'hub nodes', 'network filters', 'spanning trees']",2-s2.0-84888038234,COMP,1708,Hardware and Architecture
919,"['Antibacterial discovery', 'Antibacterial target', 'Bioinformatics', 'Flux balance analysis (FBA)', 'Metabolic network', 'Metabolite concentration', 'Metabolomics', 'Systems biology']",2-s2.0-84888028544,BIOC,1303,Biochemistry
920,"['AChE inhibitors', 'Atom-fit alignment', 'CoMFA', 'CoMSIA', 'Database alignment', 'HQSAR', 'Multi-fit alignment', 'QSAR']",2-s2.0-84888052693,BIOC,1312,Molecular Biology
921,"['CCR5', 'CXCR4', 'Genotypic assay', 'HIV tropism', 'Maraviroc', 'Phenotypic assay']",2-s2.0-84888064457,BIOC,1307,Cell Biology
922,"['Graphical representation', 'Numerical characterization', 'Phylogenetic tree', 'Protein sequence', 'Similarity analysis']",2-s2.0-84888021496,AGRI,1107,Forestry
923,"['bioinformatics', 'cloud computing', 'Next Generation Sequencing data', 'Tavaxy', 'Workflow systems']",2-s2.0-84887926475,ENVI,2303,Ecology
924,NaN,2-s2.0-84888593703,AGRI,1110,Plant Science
925,"['biology and genetics', 'programming environments', 'reusable libraries', 'Scientific computing', 'software engineering']",2-s2.0-84887962140,COMP,1712,Software
926,"['Bioinformatics', 'Data Visualization', 'Human-Computer Interfaces', 'Visual Analytics']",2-s2.0-84887982851,COMP,1702,Artificial Intelligence
927,"['distributed execution', 'Kepler', 'scientific workflow']",2-s2.0-84887929995,MATE,2500,Materials Science (all)
928,"['Kemeny optimal aggregation', 'microRNA', 'optimization', 'rank aggregation', 'simulated annealing', 'target prediction']",2-s2.0-84887957982,COMP,1700,Computer Science (all)
929,"['Big Bang-Big Crunch Algorithm', 'Data Clustering', 'Gravitational Search Algorithm']",2-s2.0-84887986486,MATH,2614,Theoretical Computer Science
930,"['Bioinformatics', 'Chemoinformatics', 'Clinical informatics', 'Drug discovery', 'Drug repositioning', 'Drug repurposing', 'High throughput screening', 'Network pharmacology', 'Phenotypic screening', 'Translational pharmacology']",2-s2.0-84887977891,COMP,1702,Artificial Intelligence
931,"['bioinformatics', 'cancer detection', 'miRNA expression analysis', 'pattern recognition']",2-s2.0-84887876964,BIOC,1301,"Biochemistry, Genetics and Molecular Biology (miscellaneous)"
932,NaN,2-s2.0-84887971842,COMP,1703,Computational Theory and Mathematics
933,NaN,2-s2.0-84887862563,COMP,1711,Signal Processing
934,"['fypercomputation', 'Membrane computing', 'reaction system', 'SAT', 'semilinear set']",2-s2.0-84887918897,ENGI,2204,Biomedical Engineering
935,"['Advances in mass spectrometry', 'Biomarker discovery and validation', 'Colorectal cancer', 'Proteomics', 'Systems biology']",2-s2.0-84887933059,PHYS,3100,Physics and Astronomy (all)
936,"['ad hoc queries', 'computational pipelines', 'Data integration', 'systems biology', 'visual programming', 'what if queries', 'workflow']",2-s2.0-84887888706,ENGI,2207,Control and Systems Engineering
937,"['Edit distance', 'Lower bounds', 'Symmetric group', 'Theoretical aspects of computational biology', 'Transpositions']",2-s2.0-84887926174,COMP,1712,Software
938,"['asynchronous', 'bioinformatics', 'Boolean networks', 'computational biology', 'gene regulatory networks', 'multistate']",2-s2.0-84887877837,COMP,1707,Computer Vision and Pattern Recognition
939,"['Cerebellum', 'Differentiation', 'Lrrc4c', 'miR-592', 'Neurogenesis', 'Nfasc', 'NPCs']",2-s2.0-84887908726,COMP,1706,Computer Science Applications
940,"['binding rules', 'Bioinformatics', 'motif discovery', 'protein-DNA interactions', 'TF-TFBS associated pattern discovery']",2-s2.0-84887917923,COMP,1709,Human-Computer Interaction
941,"['Bioinformatics', 'classification of cardiovascular patients', 'Data mining', 'predictive analysis of heart disease data']",2-s2.0-84887872345,COMP,1711,Signal Processing
942,"['Active learning', 'bioinformatics', 'DNA methylation', 'generalized query']",2-s2.0-84887912346,COMP,1700,Computer Science (all)
943,"['auxin', 'legume', 'miRNA', 'root development', 'symbiotic nodulation.']",2-s2.0-84887972062,MATH,2614,Theoretical Computer Science
944,NaN,2-s2.0-84896705986,COMP,1706,Computer Science Applications
945,"['Apoptotic protease activating factor-1 (APAF1)', 'Glioma', 'MiR-23a']",2-s2.0-84887986474,COMP,1712,Software
946,"['Proteomics', 'Signalling pathways', 'Temporal data', 'Visual analytics']",2-s2.0-84887949072,MEDI,2718,Health Informatics
947,"['DNA marker', 'Genome sequencing', 'High-density genetic linkage maps', 'Solanum lycopersicum', 'Tomato']",2-s2.0-84887911465,COMP,1700,Computer Science (all)
948,"['Bioinformatics', 'Data curation', 'Databases', 'Genomics', 'Molecular evolution', 'Sequence analysis']",2-s2.0-84888402210,MATH,2614,Theoretical Computer Science
949,NaN,2-s2.0-84888391633,COMP,1700,Computer Science (all)
950,"['Active appearance model', 'Age estimation', 'Age progression', 'Biometrics', 'Ensemble classifiers']",2-s2.0-84882871948,MATH,2614,Theoretical Computer Science
951,NaN,2-s2.0-84896689291,COMP,1700,Computer Science (all)
952,NaN,2-s2.0-84914816802,MATH,2614,Theoretical Computer Science
953,"['ABRE', 'Abscisic acid', 'Arabidopsis thaliana', 'Bidirectional promoter', 'Desiccation', 'G-box', 'Seed development', 'Stress response']",2-s2.0-84887958234,BIOC,1312,Molecular Biology
954,"['Algorithm', 'Interoperability', 'Ontology', 'Semantics', 'Simulation', 'Text mining']",2-s2.0-84923145873,COMP,1706,Computer Science Applications
955,NaN,2-s2.0-84888604588,MEDI,2718,Health Informatics
956,"['miRNA', 'p53 family', 'Promoter occupancy', 'Transcription regulation']",2-s2.0-84887921212,BIOC,1311,Genetics
957,"['Chronic Myeloid Leukemia', 'Drug interaction', 'Exome sequencing', 'Kinase', 'longitudinal study', 'Single Nucleotide Variants']",2-s2.0-84887771132,MEDI,2716,Genetics (clinical)
958,"['Bioinformatics analysis', 'Real time PCR', 'Suppression subtractive hybridization (SSH)']",2-s2.0-84887794691,BIOC,1307,Cell Biology
959,"['computational complexity', 'high-dimensional data', 'sampling', 'subspace', 'tomography']",2-s2.0-84887809500,IMMU,2403,Immunology
960,"['Behavior-based malware analysis', 'Clustering', 'Malware classification', 'Metamorphic viruses', 'Multiple sequence alignment', 'Profile hidden markov model']",2-s2.0-84887760436,BIOC,1306,Cancer Research
961,"['Artery', 'Cardiocirculatory', 'Integrative analysis', 'MiRNA', 'Network reconstruction', 'Pathway analysis', 'Pig', 'Vein', 'Vessel']",2-s2.0-84888195135,NEUR,2804,Cellular and Molecular Neuroscience
962,NaN,2-s2.0-84896707686,BIOC,1306,Cancer Research
963,"['Abscisic acid', 'Alternative splicing', 'Auxin', 'Central carbon and nitrogen metabolism', 'Desiccation tolerance', 'Dormancy induction', 'Post-transcriptional regulation', 'Seed and embryo development', 'Soybean']",2-s2.0-84901297159,ENGI,2204,Biomedical Engineering
964,NaN,2-s2.0-84894385794,BIOC,1311,Genetics
965,NaN,2-s2.0-84894379331,MEDI,2716,Genetics (clinical)
966,NaN,2-s2.0-84896690677,BIOC,1303,Biochemistry
967,"['bioinformatics', 'HMGR', 'mevalonate pathway', 'Rosaceae']",2-s2.0-84890118077,BIOC,1307,Cell Biology
968,"['Apitropine', 'Docking', 'Hyoscyamine', 'Molecular modeling', 'Nanomedicine', 'Op poisoning', 'Telemedicine']",2-s2.0-84887582140,BIOC,1312,Molecular Biology
969,NaN,2-s2.0-84894245093,BIOC,1306,Cancer Research
970,"['Biopharmaceuticals', 'Cyclotide', 'High resolution mass spectrometry', 'Molecular farming', 'Plant translational proteomics', 'Post-translational modification']",2-s2.0-84888063613,BIOC,1306,Cancer Research
971,NaN,2-s2.0-84887664660,MEDI,2730,Oncology
972,"['Agricultural proteomics', 'Animal proteomics', 'Combinatorial peptide ligand libraries', 'Food proteomics', 'Plant proteomics']",2-s2.0-84888031676,BIOC,1309,Developmental Biology
973,"['Dynamic programming', 'Protein alignment', 'Structural bioinformatics']",2-s2.0-84901377622,MEDI,2735,"Pediatrics, Perinatology and Child Health"
974,NaN,2-s2.0-84890526775,MEDI,2710,Embryology
975,NaN,2-s2.0-84888218799,BIOC,1306,Cancer Research
976,NaN,2-s2.0-84887549573,BIOC,1311,Genetics
977,NaN,2-s2.0-84896727417,BIOC,1312,Molecular Biology
978,"['Epstein Barr Virus', 'Human immortalized B lymphocytes', 'Mycoplasma', 'Next-generation sequencing']",2-s2.0-84887804054,COMP,1705,Computer Networks and Communications
979,"['Assembly', 'Homology', 'Phylogenetics', 'Pipeline', 'Transcriptomes', 'Workflow']",2-s2.0-84887717585,MEDI,2712,"Endocrinology, Diabetes and Metabolism"
980,NaN,2-s2.0-84888337374,MATH,2614,Theoretical Computer Science
981,"['2D-DIGE/MS', 'Essential thrombocythemia', 'HSP70', 'Polycythemia vera']",2-s2.0-84887656542,COMP,1700,Computer Science (all)
982,NaN,2-s2.0-84896714838,MEDI,2716,Genetics (clinical)
983,NaN,2-s2.0-84896704278,MEDI,2726,Microbiology (medical)
984,NaN,2-s2.0-84896725345,MEDI,2725,Infectious Diseases
985,NaN,2-s2.0-84896727166,COMP,1702,Artificial Intelligence
986,NaN,2-s2.0-84896736323,COMP,1710,Information Systems
987,NaN,2-s2.0-84914809753,COMP,1712,Software
988,NaN,2-s2.0-84896720575,BIOC,1308,Clinical Biochemistry
989,"['E. coli', 'ESBL', 'Plasmid', 'Plasmid-""cured""- variant', 'Toxin-antitoxin system']",2-s2.0-84887652030,MEDI,2700,Medicine (all)
990,NaN,2-s2.0-84888612592,BIOC,1303,Biochemistry
991,"['Bioinformatics tool', 'Cell fate', 'Cell transformation', 'Drug repositioning', 'Induction of pluripotency', 'Pathway database', 'Small molecules']",2-s2.0-84887393081,BIOC,1307,Cell Biology
992,NaN,2-s2.0-84887414466,MEDI,2704,Biochemistry (medical)
993,NaN,2-s2.0-84887420410,COMP,1710,Information Systems
994,NaN,2-s2.0-84887470996,COMP,1711,Signal Processing
995,NaN,2-s2.0-84887420159,COMP,1712,Software
996,"['Classification Bayesian Neural Network', 'Optimised Network Architecture', 'Protein Secondary Structure Prediction']",2-s2.0-84887456601,COMP,1708,Hardware and Architecture
997,"['k-Means', 'Rough k-Means', 'Soft Clustering']",2-s2.0-84887427123,COMP,1711,Signal Processing
998,"['Gene expression regulation networks', 'Methods', 'Modeling']",2-s2.0-84887468242,PHAR,3003,Pharmaceutical Science
999,NaN,2-s2.0-84887490219,MEDI,2701,Medicine (miscellaneous)
1000,NaN,2-s2.0-84887491262,CENG,1502,Bioengineering
1001,"['Character', 'Compatibility', 'Phylogenetic tree', 'Rooted triple']",2-s2.0-84888135444,COMP,1706,Computer Science Applications
1002,"['lattice theory', 'membrane computing', 'multiset theory', 'partial approximation of multisets', 'Rough set theory']",2-s2.0-84887447914,BIOC,1305,Biotechnology
1003,"['CRFK', 'FIPV', 'Fold change', 'Gene expression', 'PBMCs', 'RT-qPCR', 'Transcriptome']",2-s2.0-84887361625,ENGI,2204,Biomedical Engineering
1004,NaN,2-s2.0-84997795611,ENGI,2208,Electrical and Electronic Engineering
1005,NaN,2-s2.0-84997815894,COMP,1706,Computer Science Applications
1006,"['chaos game', 'exact solution of DNA alignment', 'exact solution of protein alignment', 'graphical alignment of DNA', 'graphical alignment of proteins', 'graphical bioinformatics', 'hormesis at cell level', 'spectral representation of DNA']",2-s2.0-84885603885,COMP,1710,Information Systems
1007,NaN,2-s2.0-84890081117,DECI,1802,Information Systems and Management
1008,NaN,2-s2.0-84888082619,MATH,2603,Analysis
1009,NaN,2-s2.0-84887840919,PHAR,3004,Pharmacology
1010,"['Antennapedia (Antp)', 'Hox protein types', 'Hox proteins', 'Hox7', 'Molecular function', 'Sequence similarity']",2-s2.0-84885836645,PHAR,3005,Toxicology
1011,NaN,2-s2.0-84888118737,COMP,1700,Computer Science (all)
1012,"['bioinformatics', 'disease markers', 'epidermal differentiation', 'melanoma', 'non-invasive', 'psoriasis', 'stem cells', 'UV damage']",2-s2.0-84887327624,MATH,2614,Theoretical Computer Science
1013,"['areas of application', 'clinical utility', 'molecular biomarkers', 'types of biomarkers']",2-s2.0-84887344745,COMP,1712,Software
1014,NaN,2-s2.0-84887533895,COMP,1712,Software
1015,"['Bioinformatics', 'Next-generation sequencing', 'Non-model fish', 'Toxicogenomics']",2-s2.0-84886844585,IMMU,2404,Microbiology
1016,NaN,2-s2.0-84886725710,PHAR,3005,Toxicology
1017,"['Crystallography', 'Cytochrome b5', 'Ostreococcus tauri', 'P450 catalysis', 'Virus']",2-s2.0-84887410180,BIOC,1306,Cancer Research
1018,"['Genomics', 'Lamprey', 'Myelin basic protein (MBP)', 'Myelination', 'Oligodendrocyte', 'Saltatory impulse propagation', 'Schwann cell', 'Vertebrate evolution']",2-s2.0-84888171726,MEDI,2730,Oncology
1019,"['Conserved functional domains', 'Molecular target', 'Predictive toxicology', 'Protein sequence similarity', 'Relative intrinsic susceptibility']",2-s2.0-84886797600,COMP,1700,Computer Science (all)
1020,NaN,2-s2.0-84887844998,MATH,2614,Theoretical Computer Science
1021,NaN,2-s2.0-84894102583,MEDI,2700,Medicine (all)
1022,"['2′,3′-cyclic AMP', 'CNPase', 'myelin', 'protein structure', 'reaction mechanism']",2-s2.0-84886729795,BIOC,1312,Molecular Biology
1023,"['Biomarkers', 'ClinProTools', 'MALDI-TOF-MS', 'Occupational medicamentosa-like dermatitis induced by trichloroethylene (OMLDT)']",2-s2.0-84885153081,MEDI,2740,Pulmonary and Respiratory Medicine
